title,price,floor_area,location,agency,image_url
"JOSEFIN! Top sanierter Stilaltbau mit optimaler Infrastruktur! (Top 24: ca. 66m² + 12m² Balkon EUR 549.000, -)",575000,69 m²,"1080 Wien, 08. Bezirk, Josefstadt",Immofair Immobilienvermittlungs GmbH,https://cache.willhaben.at/mmo/6/373/322/496_1807215638_hoved.jpg
"Fantastische Altbauwohnung, renoviert, großzügige 3 Zimmer in TOP LAGE",950000,97 m²,"1080 Wien, 08. Bezirk, Josefstadt",ERA Donaustadt Immobilien,https://cache.willhaben.at/mmo/1/379/916/591_-1164580948_hoved.jpg
"Dachgeschoss-Traum: 4 Zimmer, 3 Terrassen, Nähe Hamerlingpark",330000,135 m²,"1080 Wien, 08. Bezirk, Josefstadt",LIFESTYLE PROPERTIES,https://cache.willhaben.at/mmo/0/361/378/440_-171253837_hoved.jpg
Schöne 2-Zimmer-Wohnung in neuem DG-Ausbau - beliebte Wohngegend!,323400,53 m²,"1080 Wien, 08. Bezirk, Josefstadt",IFIN Immobilien GmbH,https://cache.willhaben.at/mmo/2/379/779/922_389471156_hoved.jpg
Mitten im 8ten,1650000,42 m²,"1080 Wien, 08. Bezirk, Josefstadt",,https://cache.willhaben.at/mmo/9/379/720/839_-129047756_hoved.jpg
Atemberaubendes Penthouse mit 360° Panorama Terrasse,575000,170 m²,"1080 Wien, 08. Bezirk, Josefstadt",Sangreal Properties Immobilientreuhand GmbH,https://cache.willhaben.at/mmo/5/323/185/885_18543155_hoved.jpg
Renovierte Altbauwohnung,799000,97 m²,"1080 Wien, 08. Bezirk, Josefstadt",,https://cache.willhaben.at/mmo/6/379/066/046_-627117328_hoved.jpg
"PRACHTVOLL - ALTBAU-JUWEL 4 Zimmer Stilaltbauwohnung mit 11 m² Balkon ( Top 22-23 ca. 102m² EUR 799.000, -)",680000,101 m²,"1080 Wien, 08. Bezirk, Josefstadt",Immofair Immobilienvermittlungs GmbH,https://cache.willhaben.at/mmo/1/379/935/961_1978327648_hoved.jpg
"FAMILIENTRAUM - Nähe Benno Platz - ALTBAU-JUWEL 4 Zimmer 2 Bäder Stilaltbauwohnung mit 8 m² Balkon ( Top 9 ca. 100m² EUR 680.000, -)",750000,99 m²,"1080 Wien, 08. Bezirk, Josefstadt",Immofair Immobilienvermittlungs GmbH,https://cache.willhaben.at/mmo/3/379/935/963_1978327648_hoved.jpg
"JOSEFIN! DELUXE - Exklusive 4 Zimmer Dachgeschosswohnung - 3 Zimmer - ca. 99m² + 7 m² Balkon ( DG Top 36 EUR 750.000, -",1710000,98 m²,"1080 Wien, 08. Bezirk, Josefstadt",Immofair Immobilienvermittlungs GmbH,https://cache.willhaben.at/mmo/8/379/935/958_1535636970_hoved.jpg
´LUX FAMILIENREFUGIUM - PIARISTENGASSE - 2 TERRASSEN,1095000,159 m²,"1080 Wien, 08. Bezirk, Josefstadt",Liv Immobilienvermarktung GmbH,https://cache.willhaben.at/mmo/2/210/815/592_294578865_hoved.jpg
´LUX STADTAPARTMENT - PIARISTENGASSE - HOFRUHELAGE,799000,92 m²,"1080 Wien, 08. Bezirk, Josefstadt",Liv Immobilienvermarktung GmbH,https://cache.willhaben.at/mmo/9/256/922/809_1595209759_hoved.jpg
4-Zimmer-Dachgeschosstraum Nähe Hamerlingpark,799000,151 m²,"1080 Wien, 08. Bezirk, Josefstadt",LIFESTYLE PROPERTIES,https://cache.willhaben.at/mmo/5/246/385/465_169470642_hoved.jpg
SCHNITTIGES 3-ZIMMER-DACHGESCHOSS IN BESTLAGE,1949000,77 m²,"1080 Wien, 08. Bezirk, Josefstadt",Tom Krauss Immo GmbH,https://cache.willhaben.at/mmo/8/258/975/938_-547881643_hoved.jpg
Balkonwohnung am Spittelberg in absoluter Ruhelage - 3 Zimmer (ein 4-tes Zimmer möglich) | 360 Grad Tour,315208,108 m²,"1070 Wien, 07. Bezirk, Neubau",Akkadia Immobilienvermittlungs GmbH,https://cache.willhaben.at/mmo/4/380/579/104_281671988_hoved.jpg
"1,5 Zimmer Altbau-Wohnung mit getrenntes Küche in Top Lage!",266162,50 m²,"1070 Wien, 07. Bezirk, Neubau",DPM Immobilienmakler GmbH,https://cache.willhaben.at/mmo/1/380/544/351_868475645_hoved.jpg
Sanierungsbedürftige 2-Zimmer Altbauwohnung in gefragter Lage!,1025000,53 m²,"1070 Wien, 07. Bezirk, Neubau",DPM Immobilienmakler GmbH,https://cache.willhaben.at/mmo/4/380/540/354_1526196390_hoved.jpg
NEUE DACHGESCHOSSWOHNUNGEN IN DER ZIEGLERGASSE,999000,137 m²,"1070 Wien, 07. Bezirk, Neubau",DOWA Liegenschaftsverwertungs GmbH,https://cache.willhaben.at/mmo/5/373/886/595_2137121028_hoved.jpg
NEUE DACHGESCHOSSWOHNUNGEN IN DER ZIEGLERGASSE,280000,135 m²,"1070 Wien, 07. Bezirk, Neubau",DOWA Liegenschaftsverwertungs GmbH,https://cache.willhaben.at/mmo/0/373/886/370_2137121028_hoved.jpg
STADTAPPARTEMENT IN BESTER RUHELAGE nächst MARIAHILFERSTRASSE,430000,40 m²,"1070 Wien, 07. Bezirk, Neubau",artedomus. e.U.,https://cache.willhaben.at/mmo/4/380/537/724_-25674049_hoved.jpg
NEUE DACHGESCHOSSWOHNUNGEN IN DER ZIEGLERGASSE,315000,49 m²,"1070 Wien, 07. Bezirk, Neubau",DOWA Liegenschaftsverwertungs GmbH,https://cache.willhaben.at/mmo/6/373/885/536_2137121028_hoved.jpg
Ruhiges 2-Zimmer-Eigentum in Top-Lage Nähe Museumsquartier,880000,49 m²,"1070 Wien, 07. Bezirk, Neubau",equilibria Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/6/380/382/396_-1832588360_hoved.jpg
Neubauprojekt im 7. Bezirk - Über den Linden,240000,116 m²,"1070 Wien, 07. Bezirk, Neubau",STRABAG Real Estate GmbH,https://cache.willhaben.at/mmo/8/367/169/918_-1798439228_hoved.jpg
46m² Wohnung nahe U-6 Burggasse ! BITTE KEINE MAKLER!,450000,46 m²,"1070 Wien, 07. Bezirk, Neubau",,https://cache.willhaben.at/mmo/4/378/699/114_-1115300348_hoved.jpg
traumhafte Dachgeschoss-Wohnung in bester Lage,1499000,67 m²,"1070 Wien, 07. Bezirk, Neubau",IMMOSCHMIEDE GmbH,https://cache.willhaben.at/mmo/6/322/365/876_-1843271335_hoved.jpg
RIESEN WOHNUNG ZUM KAUFEN IN SPITZEN LAGE - NAHE MARIAHILFER STR. UND BURGGASSE STADTHALLE U6,260000,296 m²,"1070 Wien, 07. Bezirk, Neubau",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/1/380/516/001_-963514307_hoved.jpg
Neubau-Garconniere mit Loggia und Parkplatz,800000,45 m²,"1070 Wien, 07. Bezirk, Neubau",Gebrüder Riha GmbH,https://cache.willhaben.at/mmo/6/380/077/986_2052909560_hoved.jpg
Neubauprojekt im 7. Bezirk - Über den Linden,539000,90 m²,"1070 Wien, 07. Bezirk, Neubau",STRABAG Real Estate GmbH,https://cache.willhaben.at/mmo/1/247/114/291_192935029_hoved.jpg
TRAUMHAFTE 2-ZIMMERWOHNUNG MIT TERRASSE IN TOPLAGE,240000,72 m²,"1070 Wien, 07. Bezirk, Neubau",Mister Immo GmbH,https://cache.willhaben.at/mmo/8/379/926/698_1514531931_hoved.jpg
**** 2 ZIMMER Wfl. 46 m² WOHNUHG ****,1070000,46 m²,"1070 Wien, 07. Bezirk, Neubau",gb-direkt Finanzberatung & Immobilienhandel GmbH,https://cache.willhaben.at/mmo/1/379/878/611_-1948978269_hoved.jpg
LICHTDURCHFLUTETES HOFSEITIGES LOFT mit BALKON - KANDLHOF - ERSTBEZÜGE - 1070 Wien,198000,113 m²,"1070 Wien, 07. Bezirk, Neubau",Wohnkonzept Immobilien GmbH,https://cache.willhaben.at/mmo/1/379/853/971_-1492322636_hoved.jpg
Neubau sanierungsbedürftig mit LOGGIA in Bestlage nähe U6 Lugner City,259000,43 m²,"1070 Wien, 07. Bezirk, Neubau",Opernreal Immobilienvermittlung GmbH,https://cache.willhaben.at/mmo/9/379/779/089_-310845315_hoved.jpg
7K9 - Unbefristet. Vermietet.,249000,78 m²,"1070 Wien, 07. Bezirk, Neubau",A.P.P. Immobilienentwicklungs GmbH,https://cache.willhaben.at/mmo/4/373/082/014_-783160101_hoved.jpg
7K9 - Unbefristet. Vermietet.,1253000,78 m²,"1070 Wien, 07. Bezirk, Neubau",A.P.P. Immobilienentwicklungs GmbH,https://cache.willhaben.at/mmo/9/373/081/809_-783160101_hoved.jpg
7K9 - Besonders. Einzigartig.,879000,166 m²,"1070 Wien, 07. Bezirk, Neubau",A.P.P. Immobilienentwicklungs GmbH,https://cache.willhaben.at/mmo/5/373/081/585_-1153904185_hoved.jpg
7K9 - Besonders. Herausragend.,374000,115 m²,"1070 Wien, 07. Bezirk, Neubau",A.P.P. Immobilienentwicklungs GmbH,https://cache.willhaben.at/mmo/3/373/081/413_-1153904185_hoved.jpg
7K9 - Besonders. Smart.,689000,50 m²,"1070 Wien, 07. Bezirk, Neubau",A.P.P. Immobilienentwicklungs GmbH,https://cache.willhaben.at/mmo/2/373/081/202_203417218_hoved.jpg
7K9 - Besonders. Schön.,780000,98 m²,"1070 Wien, 07. Bezirk, Neubau",A.P.P. Immobilienentwicklungs GmbH,https://cache.willhaben.at/mmo/6/373/080/856_1588517252_hoved.jpg
Kompakte Anlegerwohnungen in Hietzing: Cocon13,450000,54 m²,"1130 Wien, 13. Bezirk, Hietzing",auritas finanzmanagement gmbh,https://cache.willhaben.at/mmo/5/376/016/815_759097684_hoved.jpg
Helle & Ruhige 3-Zimmer-Dachgeschoßwohnung mit Grünblick I 1130 Wien I Eigentumswohnung,719000,96 m²,"1130 Wien, 13. Bezirk, Hietzing",viason immobilien kg,https://cache.willhaben.at/mmo/3/373/900/483_-637539592_hoved.jpg
"""IM GRÜNEN WOHNEN, wie ICH will! KLITSCHGASSE 7""",910000,133 m²,"1130 Wien, 13. Bezirk, Hietzing",KIBB Immobilien GmbH,https://cache.willhaben.at/mmo/3/380/553/733_-1754930013_hoved.jpg
Ruhige Gartenwohnung in Hietzinger Cottage,1680000,121 m²,"1130 Wien, 13. Bezirk, Hietzing",PRIME PROPERTIES GmbH,https://cache.willhaben.at/mmo/9/312/800/499_-983241059_hoved.jpg
Dachmaisonette in Hietzinger Cottage,1235000,216 m²,"1130 Wien, 13. Bezirk, Hietzing",PRIME PROPERTIES GmbH,https://cache.willhaben.at/mmo/0/312/800/500_-164306673_hoved.jpg
Neubau Grünruhelage mit Wienblick und großen Eigengarten - Erstbezug Frühjahr 2020,812000,158 m²,"1130 Wien, 13. Bezirk, Hietzing",Stubenvoll Immobilien,https://cache.willhaben.at/mmo/5/265/650/965_-571685094_hoved.jpg
Neubau Grünruhelage mit Wienblick und großen Eigengarten - Erstbezug Frühjahr 2020,550000,79 m²,"1130 Wien, 13. Bezirk, Hietzing",Stubenvoll Immobilien,https://cache.willhaben.at/mmo/8/265/650/988_-571685094_hoved.jpg
Neubau Grünruhelage mit Wienblick - Erstbezug Frühjahr 2020,940000,72 m²,"1130 Wien, 13. Bezirk, Hietzing",Stubenvoll Immobilien,https://cache.willhaben.at/mmo/9/265/650/999_-571685094_hoved.jpg
Neubau in Hietzing nähe U-Bahn Gartenwohnung - Erstbezug Ende 2020,605000,98 m²,"1130 Wien, 13. Bezirk, Hietzing",Stubenvoll Immobilien,https://cache.willhaben.at/mmo/6/323/001/456_524130983_hoved.jpg
Neubau in Hietzing nähe U-Bahn - Erstbezug Ende 2020,435000,88 m²,"1130 Wien, 13. Bezirk, Hietzing",Stubenvoll Immobilien,https://cache.willhaben.at/mmo/0/323/001/460_524130983_hoved.jpg
Vitusgasse 6,310000,70 m²,"1130 Wien, 13. Bezirk, Hietzing",DOWA Liegenschaftsverwertungs GmbH,https://cache.willhaben.at/mmo/8/373/886/798_1401606020_hoved.jpg
Absolut ruhiges 2-Zimmer-Eigentum in 1130 Wien,249000,65 m²,"1130 Wien, 13. Bezirk, Hietzing",Rudi Dräxler Immobilientreuhand GesmbH,https://cache.willhaben.at/mmo/8/367/932/328_789312257_hoved.jpg
Große 2-Zimmer Eigentumswohnung (provisionsfrei) in Grünruhelage mit großem Gemeinschaftsgarten,464000,72 m²,"1130 Wien, 13. Bezirk, Hietzing",,https://cache.willhaben.at/mmo/3/378/822/273_-2070424922_hoved.jpg
OBER ST. VEIT - RUHIGES SÜDSEITIGES 4 ZIMMER-LOGGIAEIGENTUM MIT GARTENMITBENÜTZUNG,189000,105 m²,"1130 Wien, 13. Bezirk, Hietzing",s REAL - Wien,https://cache.willhaben.at/mmo/6/367/862/186_877849279_hoved.jpg
NEUER PREIS! Geräumige 2-Zimmer-Wohnung mit südseitiger Loggia und Einzelgarage in Ober St. Veit/71,229000,55 m²,"1130 Wien, 13. Bezirk, Hietzing",Fischerimmo,https://cache.willhaben.at/mmo/8/380/394/878_2099898223_hoved.jpg
2 Zi Neubau Balkon-Wohnung inkl. Garagenplatz / befristet vermietet,540000,46 m²,"1130 Wien, 13. Bezirk, Hietzing",CONCREET. GmbH,https://cache.willhaben.at/mmo/1/380/376/891_-1725565410_hoved.jpg
Charmantes 3-Zimmer-Eigentum mit Dachterrasse in Hietzing,445000,100 m²,"1130 Wien, 13. Bezirk, Hietzing",Rudi Dräxler Immobilientreuhand GesmbH,https://cache.willhaben.at/mmo/7/380/363/737_-1877607993_hoved.jpg
"13., Cottage Lage, 3 Zimmer + Atrium Terrasse",219000.5,73 m²,"1130 Wien, 13. Bezirk, Hietzing",s REAL - Wien,https://cache.willhaben.at/mmo/8/306/117/608_1407052823_hoved.jpg
360° Besichtigung-NEUBAUPROJEKT in Fertigstellung - 12 kompakte Eigentumswohnungen mit Garten/ Balkon/ Terrasse,274000.5,38 m²,"1130 Wien, 13. Bezirk, Hietzing",Real Immobilien.wien,https://cache.willhaben.at/mmo/7/380/350/187_128707300_hoved.jpg
360° Besichtigung-NEUBAUPROJEKT in Fertigstellung - 12 kompakte Eigentumswohnungen mit Garten/ Balkon/ Terrasse,169000.5,48 m²,"1130 Wien, 13. Bezirk, Hietzing",Real Immobilien.wien,https://cache.willhaben.at/mmo/3/380/350/183_1726542592_hoved.jpg
360° Besichtigung-NEUBAUPROJEKT in Fertigstellung - 12 kompakte Eigentumswohnungen mit Garten/ Balkon/ Terrasse,219000.5,30 m²,"1130 Wien, 13. Bezirk, Hietzing",Real Immobilien.wien,https://cache.willhaben.at/mmo/4/380/350/174_1865018382_hoved.jpg
360° Besichtigung-NEUBAUPROJEKT in Fertigstellung - 12 kompakte Eigentumswohnungen mit Garten/ Balkon/ Terrasse,245000.5,38 m²,"1130 Wien, 13. Bezirk, Hietzing",Real Immobilien.wien,https://cache.willhaben.at/mmo/9/380/350/179_1726542592_hoved.jpg
360° Besichtigung-NEUBAUPROJEKT in Fertigstellung - 12 kompakte Eigentumswohnungen mit Garten/ Balkon/ Terrasse,339000,45 m²,"1130 Wien, 13. Bezirk, Hietzing",Real Immobilien.wien,https://cache.willhaben.at/mmo/4/380/350/184_1939533307_hoved.jpg
Traumhafte 4 Zimmerwohnung mit Loggia!!,288000,85 m²,"1130 Wien, 13. Bezirk, Hietzing",Opes Immobilien,https://cache.willhaben.at/mmo/6/361/772/936_1673851273_hoved.jpg
Smartes Wohnen in urbaner Lage,269000,53 m²,"1120 Wien, 12. Bezirk, Meidling",IVV Verkauf und Vermietungs GmbH,https://cache.willhaben.at/mmo/0/337/319/020_-460528092_hoved.jpg
*** ERSTBEZUG 2 Zimmer WFL. 57m² SCHLOSS HETZENDORF ***,415000,57 m²,"1120 Wien, 12. Bezirk, Meidling",gb-direkt Finanzberatung & Immobilienhandel GmbH,https://cache.willhaben.at/mmo/2/380/598/332_-122095005_hoved.jpg
Helle 3 Zimmer Wohnung bei U-Bahn Station Längenfeldgasse,679000,102 m²,"1120 Wien, 12. Bezirk, Meidling",Immoperts Immobilien GmbH,https://cache.willhaben.at/mmo/5/380/576/965_-1575359617_hoved.jpg
Herrliche Dachgeschoss-Maisonette bei Schönbrunn,256000,135 m²,"1120 Wien, 12. Bezirk, Meidling",Haider Realitäten GmbH,https://cache.willhaben.at/mmo/3/380/546/903_-1902191355_hoved.jpg
2 Zimmer Wohnung im EG in ruhiger Lage Nähe Meidlinger Bahnhof,163000,69 m²,"1120 Wien, 12. Bezirk, Meidling",EMH Höller Immobilien OG,https://cache.willhaben.at/mmo/0/338/815/900_-869148618_hoved.jpg
"Einzigartiges Anleger Wohnatelier in unserem Neubauprojekt ""Kunsthaus Meidling""",448000,37 m²,"1120 Wien, 12. Bezirk, Meidling",Rustler Immobilientreuhand GesmbH,https://cache.willhaben.at/mmo/7/380/530/517_-266671433_hoved.jpg
Tolle DG-Wohnung mit ruhiger Terrasse - herrlicher Gemeinschaftsgarten,223270,113 m²,"1120 Wien, 12. Bezirk, Meidling",Engelreal - Mag. Hannes Engel,https://cache.willhaben.at/mmo/1/380/524/271_-1867976232_hoved.jpg
Naturfreunde im Wildgarten im Ziegelmassivbau,635000,50 m²,"1120 Wien, 12. Bezirk, Meidling",EHL Immobilien GmbH,https://cache.willhaben.at/mmo/9/309/573/699_649911132_hoved.jpg
Nymphäum: unverbaubarer Grünblick im Loftstil - PROVISIONSFREI,246999,106 m²,"1120 Wien, 12. Bezirk, Meidling",Ulreich Bauträger GmbH,https://cache.willhaben.at/mmo/7/380/501/207_2110645081_hoved.jpg
"+ NEU-ERFRISCHEND SCHÖN-ERSTBEZUG-53M2-2ZIMMERWOHNUNG NÄHE U6 UND MEIDLINGER MARKT, 1120 WIEN",385000,53 m²,"1120 Wien, 12. Bezirk, Meidling",Dr. Vospernik Immobilien,https://cache.willhaben.at/mmo/0/376/441/920_-2029659927_hoved.jpg
ruhige zentral gelegene 3-Zimmer ETW mit begrüntem Innenhofblick,549000,83 m²,"1120 Wien, 12. Bezirk, Meidling","ERA Favorite Immobilien, Real Estate Pool",https://cache.willhaben.at/mmo/6/380/474/616_-1703157169_hoved.jpg
All you need is a LOFT mit zusätzlichen 30 m² Dachterrasse,369000,130 m²,"1120 Wien, 12. Bezirk, Meidling",Landaa Immobilienvermittlung GmbH,https://cache.willhaben.at/mmo/3/380/447/133_2099506728_hoved.jpg
Anton-Krutisch-Park | Balkon | U-Bahn,429000,95 m²,"1120 Wien, 12. Bezirk, Meidling",Real 3 Immobilienservice & Consulting OG,https://cache.willhaben.at/mmo/2/380/389/682_531754835_hoved.jpg
"Moderner Familientraum mit Terrasse, Eigengarten und Garage!",339000,86 m²,"1120 Wien, 12. Bezirk, Meidling",IMMOSKY Skylead Real GmbH - Wien,https://cache.willhaben.at/mmo/8/380/568/758_1251209967_hoved.jpg
- UNI-Real - 4 ZI - DG - Stadtwohnung mit Terrasse,225000,85 m²,"1120 Wien, 12. Bezirk, Meidling",UNI - Real Estate GmbH,https://cache.willhaben.at/mmo/3/380/368/933_-1081167556_hoved.jpg
Sanierungsbedürftige Altbauwohnung,237837,65 m²,"1120 Wien, 12. Bezirk, Meidling",Schwarzenberg Immobilien KG,https://cache.willhaben.at/mmo/5/321/863/835_-406787577_hoved.jpg
MEIDLINGER HAUPTSTRASSE! BALKON! ANLAGE! ERSTBEZUG! TOLLER GRUNDRISS!  U6! S-BAHN! SCHLOSS SCHÖNBRUNN!,320000,54 m²,"1120 Wien, 12. Bezirk, Meidling",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/4/380/303/124_16506919_hoved.jpg
PRACHTVOLLE UND SONNIGE GARTENWOHNUNG,200000,63 m²,"1120 Wien, 12. Bezirk, Meidling",Rabas & Partner Immobilien e.U.,https://cache.willhaben.at/mmo/2/380/223/652_1232921899_hoved.jpg
Zentrale Lage - Nähe U4 Margaretengürtel und der U6 Längenfeldgasse - Beratung auch auf Russisch,320000,62 m²,"1120 Wien, 12. Bezirk, Meidling",ALPHA-DOMIZIL e.U.,https://cache.willhaben.at/mmo/7/380/221/557_968422297_hoved.jpg
Eigentumswohnung in der Nähe vom Schloss Schönbrunn,679000,90 m²,"1120 Wien, 12. Bezirk, Meidling",,https://cache.willhaben.at/mmo/6/380/208/456_505795178_hoved.jpg
Schönbrunn - Außergewöhnliche Wohnung an einem besonderen Platz!,200000,135 m²,"1120 Wien, 12. Bezirk, Meidling",Golden Home Real LTD & CoKG,https://cache.willhaben.at/mmo/9/380/196/019_-1159143573_hoved.jpg
Sonnendurchflutete Wohnung in zentraler Lage!,106000,65 m²,"1120 Wien, 12. Bezirk, Meidling",Agoreal Immobilien GmbH,https://cache.willhaben.at/mmo/0/400/927/10_1453645061_hoved.jpg
"1 Zimmer Wohnung mit blick ins Grüner, in ruhiger Lage zu verkaufen!",297000,26 m²,"1120 Wien, 12. Bezirk, Meidling",Moritz Immobilientreuhand GmbH,https://cache.willhaben.at/mmo/4/373/469/934_-1566186037_hoved.jpg
++ ERSTBEZUG in MEIDLING ++ 3-Zimmer Neubauwohnung mit voll-ausgestatteter Küche und perfektem Grundriss nahe dem Haydn-Park **,235000,74 m²,"1120 Wien, 12. Bezirk, Meidling",RIWOG Real Estate Management GmbH,https://cache.willhaben.at/mmo/9/380/135/659_1711732312_hoved.jpg
++ NEU++ 3-Zimmer ALTBAUERSTBEZUG in aufstrebender Lage! sehr gutes Preis-Leistungsverhältnis!,799000,77 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",Adonia Immobilien GmbH,https://cache.willhaben.at/mmo/2/380/591/452_2005460697_hoved.jpg
"++ AUßERGEWÖHNLICH++ SENSATIONELLER WEITBLICK, TOLLE AUSSTATTUNG und FREIFLÄCHE",189000,130 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",Adonia Immobilien GmbH,https://cache.willhaben.at/mmo/5/380/565/535_-1346177138_hoved.jpg
SUPER RUHIGE 2 ZIMMER WOHNUNG,269000,39 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",Wohncloud Immobilien GmbH,https://cache.willhaben.at/mmo/5/361/945/115_2121592885_hoved.jpg
Moderne Eigentumswohnung in Gründerzeithaus - Provisionsfrei,177000,57 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",I.P.V. Immobilien Projekte,https://cache.willhaben.at/mmo/5/267/342/375_1304226763_hoved.jpg
Top-Infrastruktur: Helle Wohnung mit Potential,398000,57 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus","Engel & Völkers Wien, EuV Immobilien GmbH",https://cache.willhaben.at/mmo/5/380/539/355_519559234_hoved.jpg
NÄHE U4 UND U6 LÄNGENFELDGASSE - GLEICH BEIM SPARKASSENPLATZ - GROSSE LOGGIA - TIEFGARAGENPLATZ ZUÄTZLICH VERFÜGBAR - FREI VERMIETBAR,379050,135 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",RE/MAX First,https://cache.willhaben.at/mmo/8/373/881/138_1166078093_hoved.jpg
"Wunderschöne, loftartige 3- Zimmer Altbauwohnung im trendigen Nibelungenviertel - Erstbezug",269050,82 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",Akkadia Immobilienvermittlungs GmbH,https://cache.willhaben.at/mmo/0/380/499/440_478802907_hoved.jpg
Helle und ruhige 2-Zimmer Altbauwohnung im trendigen Nibelungenviertel - Erstbezug,668000,57 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",Akkadia Immobilienvermittlungs GmbH,https://cache.willhaben.at/mmo/4/380/499/444_-930881698_hoved.jpg
DG-Wohnung PROVISIONSFREIER ERSTBEZUG nähe Mariahilfer Straße!,588000,85 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",Residence Wohnbau GmbH,https://cache.willhaben.at/mmo/7/352/642/227_-901059249_hoved.jpg
Bright side of life | Eckwohnung mit Terrassen | ERSTBEZUG,269825,119 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",RE/MAX Together,https://cache.willhaben.at/mmo/6/380/442/726_-1807485649_hoved.jpg
Investieren in der Felberstraße,348115,54 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",JP Immobilien,https://cache.willhaben.at/mmo/8/322/571/978_-648946797_hoved.jpg
Investieren in der Felberstraße,142000,69 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",JP Immobilien,https://cache.willhaben.at/mmo/9/322/571/979_-909118713_hoved.jpg
"Tolle 36,5m2 Eigentumswohnung in hervorragender Lage!",218000,36 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",Manseder Immobilien,https://cache.willhaben.at/mmo/7/380/389/947_795931584_hoved.jpg
NETTE STARTER 2-ZIMMER-WOHNUNG AM HENRIETTENPLATZ **,323731,44 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",DECUS Immobilien GmbH,https://cache.willhaben.at/mmo/8/380/332/278_-148312924_hoved.jpg
Investieren in der Felberstraße,238380,65 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",JP Immobilien,https://cache.willhaben.at/mmo/2/295/810/962_-1905782168_hoved.jpg
Investieren in der Felberstraße,298815,47 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",JP Immobilien,https://cache.willhaben.at/mmo/4/295/810/964_-571544702_hoved.jpg
Wohnen in der Felberstraße,384395,54 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",JP Immobilien,https://cache.willhaben.at/mmo/2/256/376/462_-648946797_hoved.jpg
Wohnen in der Felberstraße,269000,72 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",JP Immobilien,https://cache.willhaben.at/mmo/6/256/376/466_-909118713_hoved.jpg
Sanierungsbedürftige Terrassenwohnung in gepflegtem Altbauhaus! Hofruhelage!,149000,81 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",WB Immoagentur OG,https://cache.willhaben.at/mmo/2/373/600/992_376104348_hoved.jpg
**Schnäppchen 70er Jahre Wohnung mit perfekter Aufteilung und sehr viel Potential**,319999,40 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",Immo-Company Haas & Urban Immobilien GmbH,https://cache.willhaben.at/mmo/0/367/714/820_181510283_hoved.jpg
gute Investition- Nähe U4 Schönbrunn und U6 Meidlinger Hauptstraße- Beratung auch auf Russsisch,278000,94 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",ALPHA-DOMIZIL e.U.,https://cache.willhaben.at/mmo/2/380/221/562_1636427279_hoved.jpg
"""STADTQUARTIER WEST - Kleine und neu renovierte 2 Zimmer Altbauwohnung mit offenen Wohn- Essbereich""",139000,47 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",MIA Real Estate,https://cache.willhaben.at/mmo/4/380/207/464_-1447171861_hoved.jpg
"Hofseitiger, sonniger und ruhig gelegener Stilaltbauhit nähe U3-Station Johnstraße",140000,30 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",Immofair Immobilienvermittlungs GmbH,https://cache.willhaben.at/mmo/5/373/496/545_2107435579_hoved.jpg
SANIERTE ALTBAUWOHNUNG BESTLAGE VIKTORIAGASSE,239107,41 m²,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",Wohnsalon Immobilien GmbH,https://cache.willhaben.at/mmo/0/380/102/050_-450960515_hoved.jpg
Willkommen daheim: 2 Zimmer mit schönem Südbalkon,495000,66 m²,"1140 Wien, 14. Bezirk, Penzing",PROJECT PI Immobilien Wien AG,https://cache.willhaben.at/mmo/8/304/453/778_-876999811_hoved.jpg
